"household_income","deposit","mortgage","interestRate","monthlyCost"
"16954","591431","667554","5.69","360"
"15883","521930","593245","5.69","337"
"31956","690925","834407","5.69","678"
"26802","386375","506716","5.69","568"
"35215","795992","954107","5.69","747"
"47758","965611","1180044","5.69","1013"
"36050","277901","439766","5.69","764"
"16433","999180","1072964","5.69","348"
"19946","316595","406153","5.69","423"
"49965","910393","1134736","5.69","1060"
"12069","905602","959792","5.69","256"
"35721","408422","568809","5.69","758"
"45412","582348","786248","5.69","963"
"44119","698091","896185","5.69","936"
"35558","540117","699772","5.69","754"
"40472","425610","607329","5.69","858"
"40944","193638","377477","5.69","868"
"20398","794709","886296","5.69","433"
"29092","232921","363544","5.69","617"
"15056","186000","253601","5.69","319"
"28334","490153","617373","5.69","601"
"43138","551897","745587","5.69","915"
"37711","181176","350498","5.69","800"
"38915","629490","804218","5.69","825"
"42000","721812","910392","5.69","891"
"11975","682243","null","5.69","8"
"39501","278031","455390","5.69","838"
"25404","898122","1012186","5.69","539"
"49025","920937","1141059","5.69","1040"
"38720","585501","759354","5.69","821"
"35725","655306","815711","5.69","758"
"21409","149678","245804","5.69","454"
"44305","558799","757728","5.69","940"
"29385","666607","798546","5.69","623"
"15610","557804","627893","5.69","331"
"31267","470344","610733","5.69","663"
"33990","470625","623240","5.69","721"
"15672","842234","912601","5.69","332"
"44384","980739","1180023","5.69","941"
"23690","654474","760842","5.69","502"
"48730","273152","491950","5.69","1033"
"28355","803726","931040","5.69","601"
"16917","249751","325708","5.69","359"
"38960","261558","436488","5.69","826"
"47488","550715","763936","5.69","1007"
"25981","593221","709876","5.69","551"
"16761","979414","1054671","5.69","355"
"45153","460212","662949","5.69","958"
"30518","451531","588557","5.69","647"
"28212","744805","871477","5.69","598"
"18936","248088","333111","5.69","402"
"45206","723949","926924","5.69","959"
"19540","524538","612273","5.69","414"
"37255","833673","1000948","5.69","790"
"19316","274294","361023","5.69","410"
"42856","488559","680982","5.69","909"
"17767","475918","555692","5.69","377"
"25651","272987","388160","5.69","544"
"20449","750572","842388","5.69","434"
"13371","981122","1041158","5.69","284"
"46901","699054","909639","5.69","995"
"12651","415157","471960","5.69","268"
"18426","714754","797487","5.69","391"
"33108","707620","856275","5.69","702"
"46793","121183","525251","5.69","992"
"49562","109224","556333","5.69","1051"
"14500","476327","541432","5.69","307"
"44133","634811","832968","5.69","936"
"23269","243131","347609","5.69","493"
"11899","253506","null","5.69","8"
"18646","794755","878476","5.69","395"
"44009","245854","443454","5.69","933"
"22166","999495","1099020","5.69","470"
"14154","639943","703494","5.69","300"
"34220","853708","1007356","5.69","726"
"10988","918481","null","5.69","8"
"32767","636383","783507","5.69","695"
"35306","349400","507924","5.69","749"
"15141","687904","755887","5.69","321"
"34462","118047","272781","5.69","731"
"42767","794310","986334","5.69","907"
"16600","880585","955119","5.69","352"
"18164","143890","225446","5.69","385"
"27420","122332","245448","5.69","581"
"35979","593637","755183","5.69","763"
"33111","788793","937461","5.69","702"
"22406","637770","738373","5.69","475"
"14580","690848","756312","5.69","309"
"14232","433856","497758","5.69","302"
"32662","117828","264480","5.69","693"
"12542","255666","311980","5.69","266"
"25760","786902","902564","5.69","546"
"46033","973099","1179787","5.69","976"
"46068","727686","934531","5.69","977"
"42320","962201","1152218","5.69","897"
"27198","730265","852384","5.69","577"
"21063","932707","1027280","5.69","447"
"23899","449898","557205","5.69","507"
"43832","273185","469991","5.69","930"
"17045","966265","1042797","5.69","361"
"49773","389090","612571","5.69","1056"
"30069","612059","747069","5.69","638"
"19507","300921","388507","5.69","414"
"24042","485345","593294","5.69","510"
"28400","988990","1116506","5.69","602"
"40205","125766","306286","5.69","853"
"11845","507282","null","5.69","8"
"27131","625517","747335","5.69","575"
"11509","466607","null","5.69","8"
"40872","113045","296560","5.69","867"
"13738","525158","586842","5.69","291"
"49014","104981","550182","5.69","1039"
"20319","839957","931189","5.69","431"
"32435","103101","248734","5.69","688"
"25930","213062","329488","5.69","550"
"31219","944269","1084442","5.69","662"
"49292","802568","1023889","5.69","1045"
"15349","786840","855757","5.69","326"
"32541","919275","1065384","5.69","690"
"40577","403509","585700","5.69","861"
"30105","129536","264707","5.69","638"
"11428","811315","null","5.69","8"
"29061","979972","1110456","5.69","616"
"25885","278958","395182","5.69","549"
"23632","900221","1006329","5.69","501"
"15583","696845","766813","5.69","330"
"10749","152501","null","5.69","8"
"33207","827702","976801","5.69","704"
"26720","832689","952662","5.69","567"
"19076","795082","880733","5.69","405"
"43186","661152","855057","5.69","916"
"27549","255048","378743","5.69","584"
"42560","386060","577154","5.69","903"
"29641","674496","807584","5.69","629"
"25380","977797","1091753","5.69","538"
"37597","350253","519064","5.69","797"
"24324","472853","582068","5.69","516"
"22678","177335","279159","5.69","481"
"11326","929521","null","5.69","8"
"28108","467547","593752","5.69","596"
"17494","274205","352753","5.69","371"
"42499","252603","443424","5.69","901"
"35227","122026","280195","5.69","747"
"28845","236905","366419","5.69","612"
"14105","343770","407101","5.69","299"
"22101","638259","737492","5.69","469"
"48748","370015","588894","5.69","1034"
"21997","507789","606556","5.69","466"
"21547","382774","479520","5.69","457"
"39191","432155","608123","5.69","831"
"30879","352084","490731","5.69","655"
"12064","398205","452372","5.69","256"
"38098","552362","723422","5.69","808"
"34275","135976","289871","5.69","727"
"41702","133704","320946","5.69","884"
"46847","588938","799281","5.69","993"
"12909","388250","446211","5.69","274"
"40968","507967","691913","5.69","869"
"29906","270635","404913","5.69","634"
"21838","768883","866936","5.69","463"
"33426","993983","1144066","5.69","709"
"36962","561358","727317","5.69","784"
"38899","313047","487704","5.69","825"
"29109","440590","571289","5.69","617"
"49870","744859","968775","5.69","1058"
"34314","107461","261531","5.69","728"
"46154","126331","333562","5.69","979"
"21563","181535","278353","5.69","457"
"28122","958479","1084747","5.69","596"
"31426","643926","785029","5.69","666"
"12721","450771","507888","5.69","270"
"12099","837842","892167","5.69","257"
"28548","421349","549530","5.69","605"
"36028","730900","892666","5.69","764"
"40458","940514","1122170","5.69","858"
"19131","889322","975220","5.69","406"
"35644","905961","1066003","5.69","756"
"26117","496877","614142","5.69","554"
"36709","986114","1150937","5.69","778"
"19020","686954","772354","5.69","403"
"36143","567280","729562","5.69","766"
"16213","220034","292830","5.69","344"
"44197","187702","386147","5.69","937"
"38121","439474","610637","5.69","808"
"31723","187776","330212","5.69","673"
"31727","286379","428833","5.69","673"
"22841","357283","459839","5.69","484"
"43932","828545","1025800","5.69","932"
"41036","377545","561797","5.69","870"
"34841","177266","333702","5.69","739"
"31775","995986","1138656","5.69","674"
"23185","729849","833950","5.69","492"
"24171","773150","881678","5.69","513"
"42436","951343","1141881","5.69","900"
"27852","249522","374577","5.69","591"
"13111","267347","326215","5.69","278"
"45997","586136","792663","5.69","975"
"32090","739011","883095","5.69","681"
"20159","532423","622937","5.69","428"
"29598","357382","490277","5.69","628"
"19101","376376","462139","5.69","405"
"18600","473109","556623","5.69","394"
"29242","765278","896575","5.69","620"
"16019","698488","770413","5.69","340"
"26467","138240","257077","5.69","561"
"46694","945555","1155211","5.69","990"
"13183","261515","320707","5.69","280"
"15280","544256","612863","5.69","324"
"18290","821594","903716","5.69","388"
"10923","739515","null","5.69","8"
"45427","648500","852467","5.69","963"
"19617","578105","666185","5.69","416"
"11330","254692","null","5.69","8"
"38360","116646","288882","5.69","813"
"46026","108285","516642","5.69","976"
"43145","953784","1147505","5.69","915"
"31931","824746","968116","5.69","677"
"22120","492509","591828","5.69","469"
"25838","593619","709632","5.69","548"
"46834","954620","1164905","5.69","993"
"18830","419167","503714","5.69","399"
"14460","586975","651900","5.69","307"
"20207","577533","668262","5.69","429"
"30508","989245","1126226","5.69","647"
"36374","540909","704228","5.69","771"
"49964","113080","560846","5.69","1060"
"48780","239270","458292","5.69","1034"
"10734","842469","null","5.69","8"
"39312","452480","628991","5.69","834"
"12304","424108","479353","5.69","261"
"43079","904553","1097978","5.69","914"
"24081","144889","253013","5.69","511"
"33077","650782","799298","5.69","701"
"36010","157425","319110","5.69","764"
"25370","557968","671879","5.69","538"
"24719","699840","810828","5.69","524"
"15566","456677","526568","5.69","330"
"10573","626627","null","5.69","8"
"25581","224450","339309","5.69","542"
"36095","414221","576288","5.69","765"
"31648","211024","353124","5.69","671"
"27404","788564","911608","5.69","581"
"38463","303821","476520","5.69","816"
"15736","172210","242865","5.69","334"
"11373","572508","null","5.69","8"
"20210","165130","255873","5.69","429"
"15507","867935","937561","5.69","329"
"29861","859638","993714","5.69","633"
"29208","372316","503460","5.69","619"
"29764","307292","440932","5.69","631"
"18162","284337","365884","5.69","385"
"39953","488785","668174","5.69","847"
"24199","569634","678288","5.69","513"
"41812","188175","375911","5.69","887"
"37328","970406","1138009","5.69","792"
"25083","920347","1032970","5.69","532"
"45863","320972","526897","5.69","973"
"32013","454048","597786","5.69","679"
"38297","858935","1030889","5.69","812"
"16402","179010","252655","5.69","348"
"43633","794431","990343","5.69","925"
"17614","784807","863894","5.69","374"
"14639","621199","686928","5.69","310"
"44063","104228","494607","5.69","934"
"14841","503133","569769","5.69","315"
"48873","621400","840840","5.69","1036"
"15910","196284","267720","5.69","337"
"22001","239954","338738","5.69","467"
"16742","353695","428867","5.69","355"
"49889","245689","469691","5.69","1058"
"16223","474576","547417","5.69","344"
"31110","778334","918018","5.69","660"
"10155","957578","null","5.69","8"
"49707","639650","862834","5.69","1054"
"23364","629585","734489","5.69","495"
"36507","304824","468740","5.69","774"
"35747","822580","983084","5.69","758"
"48088","128455","344370","5.69","1020"
"15881","720142","791448","5.69","337"
"27158","889576","1011515","5.69","576"
"44096","965682","1163673","5.69","935"
"40418","247257","428734","5.69","857"
"22650","687044","788743","5.69","480"
"25396","363138","477166","5.69","539"
"11367","789304","null","5.69","8"
"15820","647707","718739","5.69","335"
"11161","176188","null","5.69","8"
"13572","426216","487154","5.69","288"
"42682","509189","700831","5.69","905"
"33785","203384","355079","5.69","716"
"49080","802389","1022758","5.69","1041"
"49570","478813","701382","5.69","1051"
"44306","390932","589866","5.69","940"
"21733","990695","1088276","5.69","461"
"22376","512294","612762","5.69","475"
"18332","615472","697783","5.69","389"
"25818","941920","1057843","5.69","548"
"32322","342774","487900","5.69","685"
"32642","599413","745976","5.69","692"
"12503","785391","841529","5.69","265"
"33915","857835","1010113","5.69","719"
"45179","621037","823891","5.69","958"
"29342","948811","1080557","5.69","622"
"16272","110209","183270","5.69","345"
"27383","564190","687140","5.69","581"
"14500","993380","1058485","5.69","307"
"19104","310855","396632","5.69","405"
"31694","470366","612672","5.69","672"
"44484","371744","571477","5.69","943"
"29112","223472","354185","5.69","617"
"10441","648873","null","5.69","8"
"30360","797701","934017","5.69","644"
"38561","499436","672575","5.69","818"
"42327","526688","716736","5.69","898"
"28670","852667","981395","5.69","608"
"16327","509309","582617","5.69","346"
"17132","462696","539619","5.69","363"
"23525","348521","454148","5.69","499"
"29746","589202","722762","5.69","631"
"13144","629598","688615","5.69","279"
"39809","729070","907812","5.69","844"
"41704","317485","504736","5.69","884"
"32836","441385","588819","5.69","696"
"13756","844668","906432","5.69","292"
"30032","921023","1055867","5.69","637"
"49269","620445","841663","5.69","1045"
"17813","708295","788275","5.69","378"
"26313","856860","975005","5.69","558"
"37891","776951","947082","5.69","804"
"16851","969814","1045475","5.69","357"
"29015","132614","262891","5.69","615"
"20485","994065","1086043","5.69","434"
"34029","807738","960528","5.69","722"
"49956","653405","877707","5.69","1059"
"11411","640989","null","5.69","8"
"39137","730932","906657","5.69","830"
"44402","903400","1102765","5.69","942"
"14189","368485","432194","5.69","301"
"36902","730853","896543","5.69","783"
"37169","117176","284065","5.69","788"
"42326","930336","1120380","5.69","898"
"48487","815150","1032857","5.69","1028"
"20384","875845","967369","5.69","432"
"36973","196518","362527","5.69","784"
"37515","288946","457388","5.69","796"
"27015","314858","436155","5.69","573"
"12588","930893","987413","5.69","267"
"16675","128949","203820","5.69","354"
"22539","753635","854835","5.69","478"
"37416","838943","1006941","5.69","793"
"31904","490716","633965","5.69","677"
"17497","625739","704301","5.69","371"
"47570","808542","1022131","5.69","1009"
"12447","642610","698497","5.69","264"
"19396","871908","958996","5.69","411"
"34318","244644","398732","5.69","728"
"49678","397868","620922","5.69","1054"
"27419","435081","558192","5.69","581"
"41678","719290","906424","5.69","884"
"19398","459153","546250","5.69","411"
"40792","160791","343947","5.69","865"
"27745","441536","566111","5.69","588"
"30058","625788","760748","5.69","637"
"44388","864710","1064012","5.69","941"
"38007","655452","826103","5.69","806"
"18049","886986","968026","5.69","383"
"28292","531013","658044","5.69","600"
"44140","525528","723717","5.69","936"
"24288","396688","505741","5.69","515"
"46181","325697","533050","5.69","979"
"34021","320664","473418","5.69","721"
"40541","171901","353930","5.69","860"
"23558","531544","637319","5.69","500"
"36050","885346","1047211","5.69","764"
"38836","823906","998280","5.69","824"
"36048","682596","844452","5.69","764"
"21398","697382","793459","5.69","454"
"20896","578072","671895","5.69","443"
"37014","544698","710891","5.69","785"
"16909","839610","915531","5.69","359"
"28319","713396","840548","5.69","601"
"45844","329814","535654","5.69","972"
"19762","114351","203082","5.69","419"
"47195","207447","419353","5.69","1001"
"12228","531833","586737","5.69","259"
"37477","108676","276948","5.69","795"
"20035","607631","697588","5.69","425"
"14236","607663","671583","5.69","302"
"37292","118359","285800","5.69","791"
"42236","190560","380200","5.69","896"
"12697","168467","225477","5.69","269"
"24735","687194","798254","5.69","525"
"33577","692078","842839","5.69","712"
"32356","866808","1012086","5.69","686"
"40996","720385","904457","5.69","869"
"31701","380972","523309","5.69","672"
"22155","751241","850717","5.69","470"
"40204","162912","343428","5.69","853"
"35789","130665","291358","5.69","759"
"47464","889594","1102707","5.69","1007"
"17440","859770","938076","5.69","370"
"10264","960244","null","5.69","8"
"21865","491482","589656","5.69","464"
"43799","570741","767399","5.69","929"
"47727","154959","369253","5.69","1012"
"20125","723887","814248","5.69","427"
"14655","998677","1064478","5.69","311"
"35272","347499","505870","5.69","748"
"29411","821687","953742","5.69","624"
"32436","972775","1118413","5.69","688"
"19543","931636","1019384","5.69","414"
"36626","700012","864463","5.69","777"
"11969","169913","null","5.69","8"
"12704","594443","651484","5.69","269"
"31254","184299","324629","5.69","663"
"13238","824053","883492","5.69","281"
"10141","515112","null","5.69","8"
"33489","164201","314567","5.69","710"
"47480","678517","891702","5.69","1007"
"10838","393856","null","5.69","8"
"45279","151081","354384","5.69","960"
"44469","865807","1065473","5.69","943"
"13256","958972","1018491","5.69","281"
"31359","239070","379872","5.69","665"
"16686","788848","863768","5.69","354"
"17032","603741","680215","5.69","361"
"48242","619281","835888","5.69","1023"
"17676","690171","769536","5.69","375"
"32183","705106","849608","5.69","682"
"42484","473915","664668","5.69","901"
"25392","341822","455832","5.69","538"
"46751","433430","643342","5.69","991"
"27580","840059","963893","5.69","585"
"23100","971120","1074839","5.69","490"
"37054","665843","832215","5.69","786"
"37217","480462","647566","5.69","789"
"45122","124118","326716","5.69","957"
"20417","829436","921108","5.69","433"
"49616","763996","986772","5.69","1052"
"15692","806504","876961","5.69","333"
"44560","143061","343135","5.69","945"
"38086","478424","649430","5.69","808"
"41806","521303","709012","5.69","887"
"27557","547416","671147","5.69","584"
"11796","173345","null","5.69","8"
"18586","637976","721427","5.69","394"
"43232","110638","485279","5.69","917"
"10248","633527","null","5.69","8"
"40612","470587","652935","5.69","861"
"16878","665217","740999","5.69","358"
"39170","651772","827645","5.69","831"
"36271","284411","447268","5.69","769"
"36468","229553","393294","5.69","773"
"49700","628858","852011","5.69","1054"
"30737","574946","712955","5.69","652"
"22167","390610","490140","5.69","470"
"32639","152262","298811","5.69","692"
"42219","557097","746660","5.69","895"
"23711","597550","704012","5.69","503"
"32566","976534","1122755","5.69","691"
"17623","900552","979679","5.69","374"
"14704","686986","753007","5.69","312"
"11778","782146","null","5.69","8"
"38620","953212","1126616","5.69","819"
"30294","339300","475320","5.69","642"
"37234","334032","501213","5.69","790"
"13098","682286","741096","5.69","278"
"26857","450490","571078","5.69","570"
"31880","469735","612876","5.69","676"
"20020","766757","856647","5.69","425"
"25033","975156","1087554","5.69","531"
"38285","572554","744454","5.69","812"
"15306","531784","600508","5.69","325"
"26936","344824","465767","5.69","571"
"32171","747647","892095","5.69","682"
"47099","236279","447754","5.69","999"
"25482","801167","915581","5.69","540"
"24817","666919","778347","5.69","526"
"32565","153649","299866","5.69","691"
"40792","289724","472880","5.69","865"
"35679","535860","696059","5.69","757"
"38656","652846","826411","5.69","820"
"12913","315414","373393","5.69","274"
"39406","872473","1049406","5.69","836"
"48047","732488","948219","5.69","1019"
"16406","559621","633284","5.69","348"
"17785","537698","617553","5.69","377"
"43635","571401","767322","5.69","925"
"25597","978005","1092936","5.69","543"
"14423","145738","210497","5.69","306"
"44938","439502","641274","5.69","953"
"49854","786990","1010834","5.69","1057"
"29644","268124","401226","5.69","629"
"16955","979868","1055996","5.69","360"
"41799","923758","1111436","5.69","886"
"39346","494818","671482","5.69","834"
"17347","291340","369228","5.69","368"
"12716","687769","744864","5.69","270"
"33209","270194","419302","5.69","704"
"33291","267118","416595","5.69","706"
"28153","471164","597571","5.69","597"
"22940","379677","482678","5.69","486"
"39217","533326","709410","5.69","832"
"39321","741844","918395","5.69","834"
"10593","237631","null","5.69","8"
"33302","910639","1060165","5.69","706"
"49600","932082","1154786","5.69","1052"
"48890","810034","1029550","5.69","1037"
"13435","434106","494429","5.69","285"
"30187","595560","731100","5.69","640"
"22693","344908","446800","5.69","481"
"36619","856740","1021159","5.69","777"
"43767","875165","1071679","5.69","928"
"37548","134237","302828","5.69","796"
"15498","690216","759802","5.69","329"
"10057","263574","null","5.69","8"
"22811","754925","857346","5.69","484"
"39216","516953","693033","5.69","832"
"45757","973421","1178870","5.69","970"
"47202","564575","776512","5.69","1001"
"17548","389628","468419","5.69","372"
"38743","788800","962756","5.69","822"
"15415","956607","1025820","5.69","327"
"40500","829373","1011218","5.69","859"
"17676","901226","980591","5.69","375"
"18676","585227","669082","5.69","396"
"44474","496415","696103","5.69","943"
"29111","279705","410413","5.69","617"
"21668","744892","842181","5.69","460"
"13539","700344","761134","5.69","287"
"42233","891229","1080855","5.69","896"
"36866","345386","510914","5.69","782"
"44492","463486","663255","5.69","944"
"26620","822926","942450","5.69","565"
"48318","952572","1169520","5.69","1025"
"31551","386445","528109","5.69","669"
"32286","182759","327723","5.69","685"
"16158","677968","750517","5.69","343"
"38013","704771","875449","5.69","806"
"46399","539157","747489","5.69","984"
"16110","219948","292282","5.69","342"
"17592","466877","545865","5.69","373"
"28165","449935","576396","5.69","597"
"26200","874880","992518","5.69","556"
"36560","319024","483178","5.69","775"
"49717","352607","575836","5.69","1054"
"17971","672432","753122","5.69","381"
"17803","379863","459798","5.69","378"
"11439","208185","null","5.69","8"
"40488","466803","648594","5.69","859"
"35287","180298","338737","5.69","748"
"12459","495762","551703","5.69","264"
"27260","518818","641215","5.69","578"
"24178","149641","258200","5.69","513"
"48870","949527","1168953","5.69","1036"
"30208","200420","336054","5.69","641"
"28256","890882","1017751","5.69","599"
"32857","692426","839954","5.69","697"
"36505","213084","376991","5.69","774"
"19389","576534","663591","5.69","411"
"27481","375100","498490","5.69","583"
"38497","938162","1111014","5.69","816"
"25646","245817","360968","5.69","544"
"21711","766797","864279","5.69","460"
"43116","442899","636490","5.69","914"
"42376","593423","783691","5.69","899"
"28885","601101","730795","5.69","613"
"13151","636501","695549","5.69","279"
"41192","481589","666541","5.69","874"
"45893","211287","417347","5.69","973"
"39740","957046","1135479","5.69","843"
"45566","773034","977625","5.69","966"
"18320","382872","465129","5.69","389"
"30680","991166","1128919","5.69","651"
"47032","621882","833056","5.69","997"
"23184","525709","629805","5.69","492"
"29261","646874","778256","5.69","621"
"42191","143127","332565","5.69","895"
"27595","444191","568093","5.69","585"
"32137","597892","742187","5.69","682"
"31387","394942","535870","5.69","666"
"34526","576228","731250","5.69","732"
"19463","990791","1078180","5.69","413"
"39725","982864","1161229","5.69","842"
"28453","584474","712228","5.69","603"
"37721","849411","1018778","5.69","800"
"31438","711075","852232","5.69","667"
"42387","207663","397981","5.69","899"
"13079","279691","338416","5.69","277"
"36520","166333","330308","5.69","774"
"41274","467257","652577","5.69","875"
"27671","141248","265491","5.69","587"
"17885","217946","298250","5.69","379"
"14426","203366","268139","5.69","306"
"30343","851922","988162","5.69","643"
"21870","618976","717172","5.69","464"
"49923","633111","857265","5.69","1059"
"24143","750204","858606","5.69","512"
"24767","557075","668279","5.69","525"
"36939","878516","1044372","5.69","783"
"30534","296555","433653","5.69","648"
"27792","702582","827368","5.69","589"
"47546","801782","1015264","5.69","1008"
"32855","352505","500024","5.69","697"
"19318","566405","653143","5.69","410"
"23862","134011","241151","5.69","506"
"16846","542842","618481","5.69","357"
"47048","867476","1078722","5.69","998"
"24071","522043","630122","5.69","510"
"37599","328043","496863","5.69","797"
"42279","659496","849329","5.69","897"
"33956","584387","736849","5.69","720"
"19891","315003","404314","5.69","422"
"39020","538512","713712","5.69","827"
"39982","918901","1098420","5.69","848"
"40489","183919","365715","5.69","859"
"32587","898930","1045246","5.69","691"
"25276","534015","647504","5.69","536"
"19042","557785","643284","5.69","404"
"45185","661196","864077","5.69","958"
"36271","635416","798273","5.69","769"
"25267","114681","228130","5.69","536"
"41322","907602","1093138","5.69","876"
"22357","131156","231539","5.69","474"
"32789","747398","894621","5.69","695"
"13691","265061","326534","5.69","290"
"16755","449359","524589","5.69","355"
"17019","356262","432677","5.69","361"
"22181","190405","289998","5.69","470"
"37719","311180","480538","5.69","800"
"11963","355346","null","5.69","8"
"49248","400833","621957","5.69","1044"
"27196","211038","333148","5.69","577"
"33286","307128","456582","5.69","706"
"11361","485986","null","5.69","8"
"40755","782350","965340","5.69","864"
"37250","212784","380037","5.69","790"
"27874","148124","273278","5.69","591"
"30528","368103","505174","5.69","647"
"36729","359548","524461","5.69","779"
"21373","345348","441313","5.69","453"
"35704","198303","358614","5.69","757"
"16587","308624","383100","5.69","352"
"47407","297262","510119","5.69","1005"
"35078","596974","754474","5.69","744"
"47731","174852","389164","5.69","1012"
"19327","906365","993143","5.69","410"
"22279","847861","947894","5.69","472"
"49634","833355","1056212","5.69","1053"
"23101","957414","1061137","5.69","490"
"41794","807604","995259","5.69","886"
"31882","533306","676456","5.69","676"
"48602","745333","963556","5.69","1031"
"25335","822384","936138","5.69","537"
"22953","348440","451499","5.69","487"
"49649","416063","638987","5.69","1053"
"12421","387160","442930","5.69","263"
"40020","942777","1122467","5.69","849"
"42167","900858","1090188","5.69","894"
"20654","626054","718790","5.69","438"
"18559","947658","1030988","5.69","394"
"19763","493439","582175","5.69","419"
"44240","977621","1176259","5.69","938"
"15093","433527","501295","5.69","320"
"21530","426087","522757","5.69","457"
"38115","563239","734375","5.69","808"
"39882","376225","555295","5.69","846"
"20840","844630","938202","5.69","442"
"49583","384550","607178","5.69","1051"
"22350","965250","1065602","5.69","474"
"37297","805370","972834","5.69","791"
"40732","479925","662812","5.69","864"
"31489","962256","1103642","5.69","668"
"27668","174530","298759","5.69","587"
"40650","486698","669217","5.69","862"
"37288","280285","447708","5.69","791"
"15383","830946","900016","5.69","326"
"27895","632738","757987","5.69","592"
"33835","139065","290984","5.69","718"
"29734","719979","853485","5.69","631"
"29540","995731","1128366","5.69","626"
"18488","447998","531009","5.69","392"
"29209","568947","700095","5.69","619"
"46125","293294","500395","5.69","978"
"25088","700158","812803","5.69","532"
"43157","445585","639360","5.69","915"
"38741","617111","791058","5.69","822"
"39885","793390","972474","5.69","846"
"39802","644985","823696","5.69","844"
"10343","890266","null","5.69","8"
"33885","297418","449562","5.69","719"
"16655","132017","206798","5.69","353"
"35561","183924","343593","5.69","754"
"34740","292916","448899","5.69","737"
"12733","513694","570865","5.69","270"
"25675","245728","361009","5.69","544"
"10425","281546","null","5.69","8"
"46595","299493","508705","5.69","988"
"14609","965946","1031540","5.69","310"
"10363","631243","null","5.69","8"
"32630","154694","301203","5.69","692"
"35954","373084","534517","5.69","762"
"49628","514081","736911","5.69","1052"
"18058","679038","760118","5.69","383"
"11608","521693","null","5.69","8"
"16005","725702","797564","5.69","339"
"29925","501461","635824","5.69","635"
"41832","591113","778939","5.69","887"
"45380","141472","345228","5.69","962"
"11773","113200","null","5.69","8"
"43350","603639","798281","5.69","919"
"10529","420885","null","5.69","8"
"36751","445799","610811","5.69","779"
"22865","592409","695073","5.69","485"
"24555","654161","764413","5.69","521"
"42613","573135","764467","5.69","904"
"36537","772478","936529","5.69","775"
"38673","333051","506693","5.69","820"
"37706","276177","445477","5.69","800"
"17201","225532","302764","5.69","365"
"14391","188584","253200","5.69","305"
"37335","210740","378374","5.69","792"
"40574","581852","764029","5.69","860"
"43081","152149","345583","5.69","914"
"32554","854121","1000288","5.69","690"
"31703","441202","583548","5.69","672"
"14697","376815","442805","5.69","312"
"49205","288109","509039","5.69","1043"
"17365","537554","615523","5.69","368"
"16718","732404","807468","5.69","355"
"13129","873533","932482","5.69","278"
"36977","791495","957522","5.69","784"
"28530","390705","518805","5.69","605"
"42227","942888","1132487","5.69","895"
"10717","961319","null","5.69","8"
"47712","345101","559328","5.69","1012"
"13623","889180","950347","5.69","289"
"19718","385092","473626","5.69","418"
"19630","350358","438497","5.69","416"
"28639","213650","342239","5.69","607"
"48096","417619","633570","5.69","1020"
"15684","691614","762035","5.69","333"
"31436","431775","572923","5.69","667"
"22690","504916","606794","5.69","481"
"15991","506420","578220","5.69","339"
"30633","758504","896046","5.69","650"
"45931","108918","515575","5.69","974"
"24801","501712","613068","5.69","526"
"19750","846094","934772","5.69","419"
"32244","801865","946641","5.69","684"
"32518","626626","772632","5.69","690"
"11855","449393","null","5.69","8"
"15463","938204","1007633","5.69","328"
"14272","200625","264706","5.69","303"
"17296","200273","277932","5.69","367"
"29352","456702","588492","5.69","622"
"17847","562707","642840","5.69","378"
"23584","350507","456399","5.69","500"
"18610","481067","564626","5.69","395"
"24697","344541","455431","5.69","524"
"15772","717310","788126","5.69","334"
"18646","608897","692618","5.69","395"
"45286","783960","987294","5.69","960"
"39772","632182","810758","5.69","843"
"47344","709474","922049","5.69","1004"
"40949","573305","757166","5.69","868"
"42167","324194","513524","5.69","894"
"41229","572831","757949","5.69","874"
"46828","625948","836206","5.69","993"
"26890","146430","267166","5.69","570"
"42375","276457","466721","5.69","899"
"37497","217253","385615","5.69","795"
"21512","588328","684917","5.69","456"
"11667","121483","null","5.69","8"
"42669","964412","1155996","5.69","905"
"44190","925435","1123848","5.69","937"
"34772","266900","423026","5.69","737"
"45632","235783","440671","5.69","968"
"34631","810367","965860","5.69","734"
"30006","544190","678917","5.69","636"
"12611","545814","602437","5.69","267"
"32131","339913","484181","5.69","681"
"13468","197940","258411","5.69","286"
"37714","380047","549383","5.69","800"
"46395","316746","525060","5.69","984"
"31397","408380","549353","5.69","666"
"36238","346353","509062","5.69","768"
"33078","649107","797627","5.69","701"
"25113","483607","596364","5.69","533"
"22467","533488","634365","5.69","476"
"32617","807434","953884","5.69","692"
"27871","107717","232858","5.69","591"
"46497","943152","1151924","5.69","986"
"29843","197507","331502","5.69","633"
"47678","197277","411351","5.69","1011"
"39791","664352","843014","5.69","844"
"42170","306916","496259","5.69","894"
"12985","892313","950616","5.69","275"
"42591","477837","669071","5.69","903"
"44816","579635","780859","5.69","950"
"26041","927437","1044361","5.69","552"
"16820","679594","755116","5.69","357"
"42858","774981","967413","5.69","909"
"48566","759093","977154","5.69","1030"
"36755","657762","822792","5.69","779"
"14270","395017","459089","5.69","303"
"37794","272607","442302","5.69","801"
"39685","775756","953942","5.69","842"
"20843","402021","495606","5.69","442"
"25582","229452","344315","5.69","543"
"18200","108814","190532","5.69","386"
"46864","401123","611542","5.69","994"
"43045","364992","558264","5.69","913"
"39177","657479","833384","5.69","831"
